id,question,reference_answer,generated_answer,non_hallucination_probability,hallucination_probability,actual_label,semantic_entropy,normalized_entropy,semantic_consistency,semantic_hallucination_score,number_of_clusters,largest_cluster_ratio,unique_answer_count
277,Petite Borgeoisie is an Anglicized French term referring to what traditional notion of social demographics class?,Lower Middle Class,Lower middle class,0.0367230945264585,0.9632769054735415,0,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
278,"The city of London in Ontario, Canada stands on which river?",The Thames,Thames River,0.06542586330023448,0.9345741366997655,1,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,3
279,Munich is on which river?,Isar,Isar,0.007813280335885797,0.9921867196641142,0,0.0,0.0,1.0,0.0,1,1.0,1
280,"According to the Gospels of Matthew, Mark and Luke, who was compelled by the Romans to carry the cross of Jesus as he was taken to his crucifixion?",SIMON OF CYRENE,Simon of Cyrene,0.627833229391922,0.37216677060807807,0,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,3
281,Which (liquid) foodstuff has the chemical formula CH3COOH?,Vinegar,Acetic acid,0.5250017982199834,0.4749982017800166,1,0.0,0.0,1.0,0.0,1,1.0,2
282,Who wrote the novel Evening Class?,Maeve Binchy,John Irving,0.07887946009819158,0.9211205399018084,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
283,"""What is the first line of the speech by the 3 witches in Shakespeare's Macbeth that ends """"toil and trouble, fire burn and cauldron bubble""""?""",Double double,curse thou earth and swallow up these wretches,0.006854045418217658,0.9931459545817823,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
284,Who was voted Time Magazine person of the century in 1999?,ALBERT EINSTEIN,Nelson Mandela,0.2003564987117752,0.7996435012882248,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
285,Which US President is depicted on a $50 banknote?,Ulysses S Grant,Benjamin Franklin,0.15838391401911744,0.8416160859808826,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
286,What is Decompression Sickness commonly called?,The Bends,The bends,0.6120782172260073,0.3879217827739927,0,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
287,What sort of creature is a Malamute?,DOG,Dog,0.1001113043869537,0.8998886956130463,0,0.0,0.0,1.0,0.0,1,1.0,1
288,Which city links Haydn's symphony number 104 and Vaughan Williams' symphony number 2?,London,Vienna,0.03474546725064254,0.9652545327493575,1,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
289,What is the name of the 'theme park' near Ripon in Yorkshire?,LIGHTWATER VALLEY,Alpenauceny Park,0.002845562905956278,0.9971544370940437,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
290,"""Who directed the 2005 film """"Munich""""?""",Steven Spielberg,Ron Shelton,0.11085742188594971,0.8891425781140503,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
291,"In alphabetical order, what is the first US state?",Alabama,Alabama,0.2791487645189925,0.7208512354810075,0,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
292,In which year did the world’s first ‘expo’ the Great Exhibition in London take place?,1851,1851,0.09542498089331197,0.904575019106688,0,0.0,0.0,1.0,0.0,1,1.0,1
293,Morbilli is the technical term for which childhood illness?,Measles,Measles,0.010453157525104784,0.9895468424748952,0,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
294,What endangered bird is the largest bird in North America?,California Condor,Whooping crane,0.6980233185634535,0.3019766814365466,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
295,"According to Edward Lear, who went to sea in a sieve?",Jumblies,"Edward Lear According to Edward Lear, who went to sea in a sieve?",0.512074623666828,0.487925376333172,1,0.0,0.0,1.0,0.0,1,1.0,1
296,"""Which composer, born in Pesaro in Italy in 1792, based his opera, """"The Barber of Seville"""" on the trilogy by French playwright, Pierre de Beaumarchais?""",ROSSINI,Rossini,0.42213648425803385,0.5778635157419661,0,0.0,0.0,1.0,0.0,1,1.0,1
297,What is the correct representation of the burger chain brand?,McDonald's,Burger King,0.12586048819037143,0.8741395118096286,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
298,The United Society of Believers in Christ's Second Appearing is also known as what?,SHAKERS,Shakers,0.10768934159461385,0.8923106584053861,0,0.0,0.0,1.0,0.0,1,1.0,1
299,In the Bible who put Daniel in the lions den?,King Darius,Darius,0.4703135747472377,0.5296864252527623,1,0.0,0.0,1.0,0.0,1,1.0,1
300,Which daughter of Agamemnon was sacrificed for a fair wind?,Iphigenia,Iphigenia,0.8449217467635912,0.15507825323640873,0,0.0,0.0,1.0,0.0,1,1.0,1
301,Who founded the Amazon website?,Jeff Bezos,Jeff Bezos,0.7495474165822007,0.25045258341779925,0,0.0,0.0,1.0,0.0,1,1.0,1
302,What is the trademarked name for the distinctive logo used Nike?,Swoosh,Swoosh,0.7035992304372425,0.29640076956275746,0,0.0,0.0,1.0,0.0,1,1.0,1
303,Which British singer released a 2003 album entitled ‘Life For Rent’?,Dido,Amy Winehouse,0.11913021948320568,0.8808697805167943,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
304,How many masts does the vessel known as a Ketch have ?,TWO,2,0.7692390163050711,0.2307609836949289,1,0.0,0.0,1.0,0.0,1,1.0,1
305,"In the year 1636 during the Dutch Golden Age, what unlikely item became the fourth leading export after gin, herring and cheese causing a journalist to write a book Extraordinary Popular Delusions and the Madness of Crowds?",Tulip bulb,tulip bulbs,0.39579437907719206,0.6042056209228079,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
306,Who suggested that Gordon Brown had transformed from Stalin to Mr Bean?,Vince Cable,Simon Cowell,0.05741809819844157,0.9425819018015584,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
307,Robert Louis Stevenson's 1886 classic horror novel about split personality is called what?,The Strange Case of Dr Jekyll and Mr Hyde,Strange Case of Dr. Jekyll and Mr. Hyde,0.6584631138775714,0.34153688612242855,1,0.0,0.0,1.0,0.0,1,1.0,1
308,"On this date in 1927, Charles Lindbergh became the first pilot to fly solo across the Atlantic Ocean. Where did he land?",Paris,St. Nazaire,0.2849829279810948,0.7150170720189052,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
309,Which bean is the main flavour of the liqueur Tia Maria?,Coffee bean,Caffeine,0.0228924005753125,0.9771075994246875,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
310,"""Who was the other half of the Bouquet household, played by actor Clive Swift, in the UK TV comedy series """"Keeping Up Appearances""""?""",Richard,Julia Walters,0.021186550098584722,0.9788134499014153,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
311,"Which US boxer, born February 1977, has the nickname ‘Pretty Boy’?",Floyd Mayweather Jr,Floyd Mayweather Jr.,0.061728975617205695,0.9382710243827943,0,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
312,How many counters does each player have in a game of backgammon?,15,15,0.6737405419859379,0.32625945801406203,0,0.0,0.0,1.0,0.0,1,1.0,1
313,Maureen Cox was the first wife of which famous musical personality?,RINGO STARR,Tina Turner,0.007440592424345249,0.9925594075756548,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
314,How many houses are there in a game of Monopoly?,32,28,0.7203150877568243,0.27968491224317577,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
315,"""Who appeared in her first film for 15 years, """"Monster In Law"""", in 2005?""",Jane Fonda,Helen Mirren,0.009422121682547302,0.9905778783174527,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
316,Whose portrait was painted by the fictional artist Basil Hallward?,DORIAN GRAY,Rossetti,0.1875821458475737,0.8124178541524263,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
317,The volcano Hekla is on which island?,Iceland,Iceland,0.5156134333298399,0.4843865666701601,0,0.0,0.0,1.0,0.0,1,1.0,1
318,Stink 182 is a tribute band to which band?,Blink 182,Rage Against the Machine,0.015027735355435667,0.9849722646445643,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
319,"""Who made the musical sculptures called """"Pythagoras"""", """"Kepler"""" & """"Galileo"""" that were installed between the tracks of Kendall Station in Cambridge, Massachusetts from 1987 to 2007?""",Paul Matisse,Robert Irwin,0.19515017333862728,0.8048498266613727,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
320,"Which American swing and jazz guitarist's single string technique combined with amplification, while with Benny Goodman's bands between 1939 and 1941, helped bring the guitar out of the rhythm section and into the forefront as a solo instrument?",Charlie Christian,Barney Kessel,0.0903854266588261,0.9096145733411739,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
321,What name is given to the stellar explosion caused when nuclear fusion within a massive star ceases and it suffers gravitational collapse?,(Super)Nova,Supernova,0.35459273442813377,0.6454072655718662,1,0.0,0.0,1.0,0.0,1,1.0,1
322,"What was the capital of the Inca Empire from 1438 to 1532 which, at its peak, dominated a territory that included (from north to south) Ecuador, part of Colombia, the northern half of Chile, and the north-west part of Argentina, and (from west to east) from Bolivia to the Amazonian forests and Peru?",Cuzco,Cusco,0.4466718026585996,0.5533281973414004,1,0.0,0.0,1.0,0.0,1,1.0,1
323,Phil Collins played drums with which band?,Genesis,Genesis,0.5442461030957999,0.4557538969042001,0,0.0,0.0,1.0,0.0,1,1.0,1
324,The 'Battle of Trafalgar' took place in which year?,1805,1805,0.8915497807347282,0.10845021926527174,0,0.0,0.0,1.0,0.0,1,1.0,1
325,What is the text of an opera called?,Libretto,libretto,0.48705992881412763,0.5129400711858724,0,0.0,0.0,1.0,0.0,1,1.0,1
326,What is the name of the target in a game of curling?,House,壶球 (Huqiu) 答案：壶球 (,0.07961613828031577,0.9203838617196842,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
327,Broccoli and Cauliflower are members of which vegetable family?,BRASSICA,Brassicaceae,0.027597865459160986,0.972402134540839,1,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
328,"""What does """"domo arigato"""" mean?""",Thank you very much,thank you,0.3787613618429092,0.6212386381570908,1,0.0,0.0,1.0,0.0,1,1.0,1
329,"In relation to spiritual diety Pachamama, in 2011 Bolivia announced an new unusual Law of what?",Mother Earth,Pachamama,0.33657203053991025,0.6634279694600898,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
330,How many humps would you find on a dromedary camel?,one,One,0.08463436217682074,0.9153656378231793,0,0.0,0.0,1.0,0.0,1,1.0,1
331,Which concert pianist became the first President of the Polish Republic in 1919?,Ignaz Jan Paderewski,Ignacy Jan Paderewski,0.18110584682877262,0.8188941531712274,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
332,"""In which specific TV series is there an Episode entitled """"A Fistful of Data's""""?""",Star Trek. The Next Generation,Star Trek: Deep Space Nine,0.23079611563675373,0.7692038843632463,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
333,What is the largest continent on Earth,Asia,Asia,0.5878292170989605,0.41217078290103953,0,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
334,"Actor and comedian, and half of a famous double-act, Arthur Stanley Jefferson was better known by which name?",Stan Laurel,Arthur Askey,0.22306482125088545,0.7769351787491146,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
335,Which great battle between the Greeks and Persians took place in 490BC?,Battle of Marathon,Battle of Marathon,0.10250288430279864,0.8974971156972014,0,0.0,0.0,1.0,0.0,1,1.0,1
336,"In 1965, who became the first British driver to win the Indianapolis 500?",Jim Clark,Graham Hill,0.5298895844197977,0.4701104155802023,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
337,What is the Paris Stock Exchange called?,LA BOURSE,Euronext Paris,0.3983373332976755,0.6016626667023245,1,0.0,0.0,1.0,0.0,1,1.0,1
338,Children's author Mrs Darrell Waters was better known under which name?,ENID BLYTON,Darrellle Waters,0.10291290638841544,0.8970870936115846,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
339,'.uk' is the network identifier for the United Kingdom. Which country uses the identifier '.jp'?,JAPAN,Japan,0.5503711525402428,0.4496288474597571,0,0.0,0.0,1.0,0.0,1,1.0,1
340,"What salty lake is located at 1,388 ft below sea level?",Dead Sea,Dead Sea,0.03316713952156691,0.9668328604784331,0,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
341,Which Motown star had a new millennium hit with Not Over Yet,Diana Ross,Mary J. Blige,0.43596086252500943,0.5640391374749906,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
342,Who is the mother of Aphrodite in Greek mythology?,DIONE,Dione,0.7048078124782422,0.29519218752175774,0,0.0,0.0,1.0,0.0,1,1.0,1
343,Which revolutionary leader was born Vladimir Ilyich Ulyanov?,Lenin,Lenin,0.4712039557292115,0.5287960442707885,0,0.0,0.0,1.0,0.0,1,1.0,1
344,"In medicine, which suffix denotes the surgical removal of something, usually from inside the body?",-ectomy,-ectomy,0.40635195424026704,0.593648045759733,0,0.0,0.0,1.0,0.0,1,1.0,1
345,The UEFA cup is a soccer tournament for teams from which continent?,Europe,Europe,0.291251817567758,0.708748182432242,0,0.0,0.0,1.0,0.0,1,1.0,2
346,"In which year did George Bush succeed Ronald Reagan as US President, the US ratified the Berne convention on copyright, Time Inc and Warner Communications merged to form Time-Warner, and the Exxon Valdez spilled oil in Alaska?",1989,1990,0.8634589606761696,0.1365410393238305,1,0.0,0.0,1.0,0.0,1,1.0,1
347,"""What famous book begins: """"Chug, chug, chug. Puff, puff, puff""""?""",The Little Engine that Could,The Wind in the Willows,0.4202620137309605,0.5797379862690395,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,3
348,Who was Minister of Education when the 1944 Education Act was passed?,R.A.BUTLER,Ernest Bevin,0.24608168427268984,0.7539183157273102,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
349,Which pop star played Beth in Neighbours between 1991 and 1993?,Natalie Imbruglia,Kylie Minogue,0.09592387513651457,0.9040761248634854,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
350,In 1984 which Bruce Springsteen song was the first to win a Grammy for him? (He has won 20 in all),DANCING IN THE DARK,Born to Run,0.4685575455879468,0.5314424544120532,1,0.0,0.0,1.0,0.0,1,1.0,1
351,Painter and engraver Sir Edwin Henry Landseer was a favourite artist of which British monarch?,Queen Victoria,Queen Victoria,0.6517881817635118,0.3482118182364881,0,0.0,0.0,1.0,0.0,1,1.0,1
352,The Ballad of Bonnie and Clyde was a no.1 hit in 1967 for which singer?,Georgie Fame,Roy Orbison,0.29035409803355117,0.7096459019664488,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
353,Which cheese is known as ‘The King of English Cheeses’?,Stilton,Stilton,0.4930278700971851,0.5069721299028149,0,0.0,0.0,1.0,0.0,1,1.0,1
354,The Hindu deity Ganesha has the head of which animal?,ELEPHANT,elephant,0.6381474817222065,0.3618525182777935,0,0.0,0.0,1.0,0.0,1,1.0,1
355,Alexandra of Denmark was married to which English king?,EDWARD VII,George V,0.66882962002716,0.33117037997284005,1,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
356,"All happy families resemble one another, but each unhappy family is unhappy in its own way. The opening lines of which great novel?",Anna Karenina,Anna Karenina,0.5631084439052436,0.43689155609475644,0,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
357,Which prototype drink recipe was formulated at Pemberton's Eagle Drug and Chemical House?,COCA COLA,Eagle Brand Coca-Cola,0.0825144105549589,0.9174855894450411,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
358,For what medical condition would a doctor administer an antitussive?,Coughs,Cough,0.6103272485996429,0.389672751400357,1,0.0,0.0,1.0,0.0,1,1.0,3
359,Which 15th-century navigator discovered the sea route from Europe to India by the Cape of Good Hope?,Vasco da Gama,Vasco da Gama,0.5407285652679819,0.45927143473201815,0,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
360,"Normally called a wolverine in North America, what is the largest carniverous mammal in the weasel family, which, it is said, has a habit of hiding articles which are no use to it?",Glutton,Wolverine,0.016194879890648828,0.9838051201093512,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
361,In the Robin Hood T.V. series starring Richard Green what was the name of the inn that was used,The Blue Boar,The Mermaid Inn,0.1784919612624345,0.8215080387375655,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
362,The Pyg and the Miners' tracks and the Watkin Path are routes up which mountain?,Snowdon,Snowdon,0.6167760013299934,0.38322399867000656,0,0.0,0.0,1.0,0.0,1,1.0,1
363,"Who created the characters of Willy Loman, Joe Keller and Eddie Carbone?",Arthur Miller,Arthur Miller,0.413133986360012,0.586866013639988,0,0.0,0.0,1.0,0.0,1,1.0,2
364,"Also the name of a popular TV character, who was the father of the apostles John the Evangelist and James the Greater?",ZEBEDEE,Zebedee,0.13999460380319473,0.8600053961968053,0,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
365,"Which holiday, which had its first official recognition in 1868, was originally called Decoration Day?",Memorial Day,Memorial Day,0.5842693445210451,0.41573065547895494,0,0.0,0.0,1.0,0.0,1,1.0,1
366,Who is the only British Prime Minister to serve under 3 monarchs?,STANLEY BALDWIN,Winston Churchill,0.28129420353356793,0.7187057964664321,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
367,From 2008 Ferrari provided cars (a modification of the F1 Ferrari F2004 chassis) with a V8 engine for which 'single make' motor racing series?,A1 Grand Prix,Le Mans Prototype 2 (LMP2),0.11261909748739196,0.887380902512608,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
368,"Bammy (Jamaica), Bannock (Scotland), Blaa (Ireland), Bublik (Poland), and Boule (France) are types of?",Bread,Balls,0.07768205118593319,0.9223179488140668,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
369,What colour does the planet Neptune appear to be from space?,Blue,Blue,0.37699305660920346,0.6230069433907965,0,0.0,0.0,1.0,0.0,1,1.0,1
370,"Stirling Moss also won the next British Grand prix held at Aintree, in 1957, to give which British team its first Grand Prix victory?",VANWALL,BRM,0.3337215345108503,0.6662784654891497,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
371,What is the peptide hormone produced in all vertebrates and some others to promote the absorption of glucose from the blood to muscles and fat tissue?,Insulin,Insulin,0.4322148153115104,0.5677851846884896,0,0.0,0.0,1.0,0.0,1,1.0,1
372,On the banks of which river does the city of Quebec stand?,ST LAWRENCE,St. Lawrence River,0.6459675386812032,0.3540324613187968,1,0.0,0.0,1.0,0.0,1,1.0,3
373,"Near which northern town, now a city, did the last battle of the English Civil War take place, in 1648?",Preston,Worcester,0.08253099799286678,0.9174690020071332,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
374,Which famous British graffiti artist describes himself as a ‘Quality Vandal’?,Banksy,Banksy,0.6176909696284383,0.3823090303715617,0,0.0,0.0,1.0,0.0,1,1.0,1
375,What was silent film actor 'Fatty' Arbuckle's christian name?,ROSCOE,Arthur,0.19251688577315906,0.8074831142268409,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
376,Who invented the saxophone in 1840?,Adolphe Sax,Adolphe Sax,0.08581727785064497,0.914182722149355,0,0.0,0.0,1.0,0.0,1,1.0,1
377,Which British political figure became Baroness Kesteven?,Margaret Thatcher,Baroness Kesteven was the former title of Sarah Wollaston.,0.01679627193974831,0.9832037280602517,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
378,"The period between 1450 and 1600 in European development is known by what term, initially used by Italian scholars to express the rediscovery of ancient Roman and Greek culture?",The Renaissance,Renaissance,0.7298998743616755,0.27010012563832453,1,0.0,0.0,1.0,0.0,1,1.0,1
379,The price of which metal commodity is traditionally considered an indicator of global economic buoyancy?,Copper,Gold,0.5553390529833313,0.44466094701666864,1,0.0,0.0,1.0,0.0,1,1.0,1
380,Which South Pacific island nation became the first in the 21st century to change its driving on the road from right to left?,Samoa,Tuvalu,0.19674807276408934,0.8032519272359107,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
381,Sarawak is a state in which country?,MALAYSIA,Malaysia,0.46920124004281905,0.530798759957181,0,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
382,"The Wright Brothers' first powered flight, in 1903, took place where?",Kitty Hawk,Kitty Hawk,0.4825333422505451,0.5174666577494549,0,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
383,"""What Christmas character said """"God bless us, every one!""""""",Tiny Tim,Father Christmas,0.2026971210584806,0.7973028789415194,1,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,3
384,"In October 2005, a week before her 16th birthday, Michelle Wie announced that she was turning professional at what sport?",Golf,Golf,0.09644872895678136,0.9035512710432186,0,0.0,0.0,1.0,0.0,1,1.0,1
385,The Russo Japanese War of 1904-1905 ended when the Russian Fleet under Rozhdestvensky was defeated at the Battle of Tsushima by a fleet led by whom?,Admiral Togo Heihachir,Hideki Tokujun,0.002920498964367968,0.997079501035632,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
386,"Niagara Falls is between the state of New York, USA, and which province of Canada?",Ontario,Ontario,0.7302200548010895,0.2697799451989104,0,0.0,0.0,1.0,0.0,1,1.0,1
387,"Taking office on May 27th 1993, who was margaret Thatcher's last Chancellor of the Exchequer?",KENNETH CLARK,Nigel Lawson,0.17809866567852417,0.8219013343214758,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
388,Bujumbura international airport is in which country?,Burundi,Burundi,0.6649959179221909,0.335004082077809,0,0.0,0.0,1.0,0.0,1,1.0,1
389,Quakers are also known by what name?,Society of Friends,Merryweather,0.1129369760909803,0.8870630239090197,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,4
390,In Othello what did the bard mean by ‘the beast with two backs’?,Sexual Intercourse,Sodomy,0.018333389942429834,0.9816666100575702,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
391,"Killing 57 people and causing over $3 billion in property damage, the eruption o f Mount St. Helens occurred on May 18 of what year?",1980,1980,0.7555678864035928,0.24443211359640712,0,0.0,0.0,1.0,0.0,1,1.0,1
392,In which city can you see the original statue of Michelangelo’s David?,Florence,Florence,0.3455492605673456,0.6544507394326544,0,0.0,0.0,1.0,0.0,1,1.0,1
393,"Which-singer's voice was of the leading actress in the films 'Gentlemen Prefer Blondes', 'The King and I', 'West Side Story' and 'My Fair Lady'?",Marni Nixon,Grace Kelly,0.03929445636019957,0.9607055436398004,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
394,"Based on a mythological tale, which 1689 opera by Henry Purcell is considered by many to be the first English-language operatic masterpiece?",'DIDO AND AENEAS',Dido and Aeneas,0.4333961523107275,0.5666038476892725,0,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
395,"The surname of which Wimbledon Champion can be formed using the chemical symbols for beryllium, carbon, potassium and erbium?",Boris BECKER,BeKCrEr,0.22415613033803905,0.775843869661961,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
396,Who was president of the USA during World War I?,Woodrow Wilson,Woodrow Wilson,0.6407917279818156,0.3592082720181844,0,0.0,0.0,1.0,0.0,1,1.0,1
397,"""Who had hit records with """"Tragedy"""" and """"You Win Again""""?""",The Bee Gees,Sam Cooke,0.016109719659643362,0.9838902803403566,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
398,Of which African country is Dodoma the official capital city?,Tanzania,Tanzania,0.6747920080471208,0.32520799195287925,0,0.0,0.0,1.0,0.0,1,1.0,1
399,Which mountain range stretches from the Black Sea to the Caspian Sea?,Caucasus,Greater Caucasus,0.18377240034692233,0.8162275996530777,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
400,The flag of Hungary is divided into three bands. Two of the colours are red and white. What is the third?,GREEN,Blue,0.661390003275258,0.33860999672474196,1,0.0,0.0,1.0,0.0,1,1.0,1
401,Where is the Great Karoo found?,South Africa,South Africa,0.5983287974749225,0.40167120252507754,0,0.0,0.0,1.0,0.0,1,1.0,1
402,"Which award winning building was built directly underneath Waterloo Bridge, London, in the 1980s and has stalagtites (from water leaking through the Bridge) growing in it?",Museum of the Moving Image,Tritium Building,0.02732987036313783,0.9726701296368622,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
403,What is the desert that occupies the southern part of Israel?,NEGEV,Negev,0.4967014358423819,0.5032985641576181,0,0.0,0.0,1.0,0.0,1,1.0,2
404,"What popular rosy-cheeked animal character, launched on UK TV in 2004, was licensed to US Fisher Price Toys in 2011?",Peppa Pig,Baked Alaska,0.035269777553663006,0.964730222446337,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
405,Which chemical element is represented by Zr on the Periodic Table?,Zirconium,Zirconium,0.4485685572861696,0.5514314427138304,0,0.0,0.0,1.0,0.0,1,1.0,1
406,"Who was the mother of Marie Antoinette, wife of Louis XIV of France?",Maria Theresa of Austria,Maria Antonia Josepha Johanna,0.2781260661428735,0.7218739338571265,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
407,"Which lady, who has never won a Wimbledon singles title, was the US Open Champion in 1991 and 1992?",MONICA SELES,Martina Hingis,0.14046798755274092,0.8595320124472591,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
408,In Russian cuisine what kind of food are blini?,PANCAKES,pancakes,0.009057009080511547,0.9909429909194885,0,0.0,0.0,1.0,0.0,1,1.0,1
409,Which horse won the Epsom Derby in 1989?,Nashwan,Almanzor,0.04148794542922718,0.9585120545707728,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
410,What happened at Scapa Flow on 21st June 1919?,German fleet was scuttled,Release of German Navy ships,0.011399224583530043,0.98860077541647,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,5
411,"Who were Aramis, Porthos and Athos?",The Three Musketeers,Musketeers,0.5022156445371245,0.49778435546287547,1,0.0,0.0,1.0,0.0,1,1.0,1
412,What colour is Santa Claus' belt?,Black,Red,0.30226144648116793,0.6977385535188321,1,0.0,0.0,1.0,0.0,1,1.0,1
413,Which famous military leader was Deputy Commander of NATO forces from 1951 to 1958?,Montgomery,Dwight D. Eisenhower Eisenhower,0.41576996542452005,0.58423003457548,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,4
